;; ;;Palgainfo;;;Ettevõtete arv;;;;Töötajatega ettevõtete arv  ;;;Käibemaksuinfo;;;;Tööjõumaksud;
KUU;MAAKOND;KOHALIK OMAVALITSUS;TEGEVUSALA;Keskmine palk sellel tegevusalal omavalitsuse territooriumil tegutsevates ettevõtetes (eurodes);Keskmine palk Eestis (eurodes);Keskmine palk sellel tegevusalal (eurodes);Juriidiliste isikute arv omavalitsuses;Tegutsevate ettevõtete arv omavalitsuses;Tegutsevate ettevõtete arv Eestis;Tegutsevate ettevõtete arv sellel tegevusalal  ;Töötajatega ettevõtete arv omavalitsuses;Töötajatega ettevõtete arv Eestis;Töötajatega ettevõtete arv sellel tegevusalal Eestis;Deklaratsiooni KMD esitavate juriidiliste isikute arv omavalitsuses;Käive kokku (eurodes);Eksport  (eurodes);Tasumisele kuuluv käibemaks (eurodes);Omavalitsuse tööandjate deklaratsioonis TSD märgitud töötajate arv;Omavalitsuse tööandjate  deklareeritud tööjõumaksud (eurodes)
1;Harju maakond;LOKSA LINN;MAJUTUS JA TOITLUSTUS;767;1987;1286;5;2;93709;3159;2;61219;2443;2;5436;0;327;3;1147
1;Harju maakond;LOKSA LINN;INFO JA SIDE;1046;1987;3378;8;3;93709;7933;2;61219;3479;4;18325;0;1483;4;1613
1;Harju maakond;LOKSA LINN;KINNISVARAALANE TEGEVUS;1595;1987;1417;10;2;93709;6953;1;61219;2934;2;143759;0;20159;11;7692
1;Harju maakond;LOKSA LINN;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;889;1987;2330;14;5;93709;14046;5;61219;7988;7;8357;0;-1092;6;2306
1;Harju maakond;LOKSA LINN;HALDUS- JA ABITEGEVUSED;850;1987;1848;4;2;93709;5185;1;61219;3243;2;5553;0;646;1;337
1;Harju maakond;LOKSA LINN;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1420;1987;2215;1;;93709;;;61219;;0;0;0;0;159;93473
1;Harju maakond;LOKSA LINN;HARIDUS;;1987;2265;5;;93709;1420;;61219;998;0;0;0;0;;
1;Harju maakond;LOKSA LINN;KUNST, MEELELAHUTUS JA VABA AEG;685;1987;1652;21;2;93709;2338;2;61219;1376;2;0;0;-778;5;1230
1;Harju maakond;LOKSA LINN;MUUD TEENINDAVAD TEGEVUSED;1005;1987;1365;29;8;93709;4429;6;61219;3685;3;3761;0;607;12;4461
1;Harju maakond;LÄÄNE-HARJU VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;979;1987;1508;83;14;93709;3856;11;61219;2714;33;180779;0;4729;23;9799
1;Harju maakond;LÄÄNE-HARJU VALD;MÄETÖÖSTUS;;1987;2043;2;;93709;122;;61219;101;2;0;0;-102;;
1;Harju maakond;LÄÄNE-HARJU VALD;TÖÖTLEV TÖÖSTUS;1522;1987;1689;134;64;93709;7120;44;61219;5613;79;5071619;-36918;73914;463;351675
1;Harju maakond;LÄÄNE-HARJU VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;7829;1987;2532;6;3;93709;661;1;61219;172;3;13550;0;-15707;7;30573
1;Harju maakond;LÄÄNE-HARJU VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1338;1987;1832;18;10;93709;261;9;61219;213;10;177025;0;15962;58;35327
1;Harju maakond;LÄÄNE-HARJU VALD;EHITUS;1255;1987;1696;250;93;93709;11688;77;61219;9059;126;1101739;1338;-3361;152;74886
1;Harju maakond;LÄÄNE-HARJU VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1776;1987;1678;286;120;93709;16421;66;61219;10798;159;11810190;883241;-177056;283;240304
1;Harju maakond;LÄÄNE-HARJU VALD;VEONDUS JA LAONDUS;1777;1987;1733;104;54;93709;5322;40;61219;4051;57;3910824;1375;46946;317;281030
1;Harju maakond;LÄÄNE-HARJU VALD;MAJUTUS JA TOITLUSTUS;1412;1987;1286;83;32;93709;3159;27;61219;2443;41;781931;0;13082;192;117002
1;Harju maakond;LÄÄNE-HARJU VALD;INFO JA SIDE;2399;1987;3378;109;23;93709;7933;13;61219;3479;35;116635;0;13550;16;10782
1;Harju maakond;LÄÄNE-HARJU VALD;FINANTS- JA KINDLUSTUSTEGEVUS;680;1987;2920;47;7;93709;1066;2;61219;730;9;94116;0;3864;2;439
1;Harju maakond;LÄÄNE-HARJU VALD;KINNISVARAALANE TEGEVUS;1278;1987;1417;181;25;93709;6953;7;61219;2934;48;528906;0;53103;53;23836
1;Harju maakond;LÄÄNE-HARJU VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1905;1987;2330;249;82;93709;14046;47;61219;7988;106;364704;1107;15161;70;55600
1;Harju maakond;LÄÄNE-HARJU VALD;HALDUS- JA ABITEGEVUSED;1494;1987;1848;153;48;93709;5185;21;61219;3243;60;323772;0;12165;49;30571
1;Harju maakond;LÄÄNE-HARJU VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1729;1987;2215;4;;93709;;;61219;;1;11226;0;1254;620;485869
1;Harju maakond;LÄÄNE-HARJU VALD;HARIDUS;1539;1987;2265;70;8;93709;1420;5;61219;998;6;20107;0;2372;5;2681
1;Harju maakond;LÄÄNE-HARJU VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2007;1987;2673;29;7;93709;1715;7;61219;1613;3;340822;0;1267;148;128440
1;Harju maakond;LÄÄNE-HARJU VALD;KUNST, MEELELAHUTUS JA VABA AEG;1484;1987;1652;196;29;93709;2338;20;61219;1376;32;100719;0;-2062;60;42042
1;Harju maakond;LÄÄNE-HARJU VALD;MUUD TEENINDAVAD TEGEVUSED;1148;1987;1365;228;29;93709;4429;21;61219;3685;32;88609;0;3809;51;21244
1;Harju maakond;LÄÄNE-HARJU VALD;Tegevusala määramata;;1987;1712;9;;93709;14;;61219;9;0;0;0;0;;
1;Harju maakond;MAARDU LINN;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1093;1987;1508;14;4;93709;3856;2;61219;2714;4;79391;0;-3531;23;11065
1;Harju maakond;MAARDU LINN;TÖÖTLEV TÖÖSTUS;1475;1987;1689;177;94;93709;7120;72;61219;5613;109;14660055;2719333;-173840;1254;946234
1;Harju maakond;MAARDU LINN;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;2293;1987;2532;14;3;93709;661;2;61219;172;3;-62180;0;8976;15;15741
1;Harju maakond;MAARDU LINN;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1801;1987;1832;17;11;93709;261;9;61219;213;13;1183911;1781;-70919;51;32573
1;Harju maakond;MAARDU LINN;EHITUS;1348;1987;1696;314;143;93709;11688;119;61219;9059;164;3143268;0;148930;399;231544
1;Harju maakond;MAARDU LINN;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1902;1987;1678;455;223;93709;16421;169;61219;10798;271;33929528;3490995;150799;1143;1041630
1;Harju maakond;MAARDU LINN;VEONDUS JA LAONDUS;1768;1987;1733;229;115;93709;5322;94;61219;4051;129;7674179;0;-392815;808;726661
1;Harju maakond;MAARDU LINN;MAJUTUS JA TOITLUSTUS;1162;1987;1286;56;17;93709;3159;14;61219;2443;20;293029;0;30082;69;28570
1;Harju maakond;MAARDU LINN;INFO JA SIDE;1480;1987;3378;96;27;93709;7933;13;61219;3479;37;198917;1794;15966;22;15892
1;Harju maakond;MAARDU LINN;FINANTS- JA KINDLUSTUSTEGEVUS;857;1987;2920;31;4;93709;1066;2;61219;730;5;4272;0;426;2;448
1;Harju maakond;MAARDU LINN;KINNISVARAALANE TEGEVUS;1441;1987;1417;193;60;93709;6953;29;61219;2934;63;762450;37000;35623;77;48872
1;Harju maakond;MAARDU LINN;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;2118;1987;2330;205;65;93709;14046;44;61219;7988;78;1499351;1040;-92811;215;225322
1;Harju maakond;MAARDU LINN;HALDUS- JA ABITEGEVUSED;1349;1987;1848;153;50;93709;5185;42;61219;3243;57;1110502;0;114246;162;97792
1;Harju maakond;MAARDU LINN;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1657;1987;2215;3;;93709;;;61219;;0;0;0;0;91;81731
1;Harju maakond;MAARDU LINN;HARIDUS;1550;1987;2265;60;9;93709;1420;8;61219;998;6;19182;0;-462;474;348888
1;Harju maakond;MAARDU LINN;TERVISHOID JA SOTSIAALHOOLEKANNE;1947;1987;2673;40;14;93709;1715;14;61219;1613;1;0;0;0;186;163917
1;Harju maakond;MAARDU LINN;KUNST, MEELELAHUTUS JA VABA AEG;1391;1987;1652;103;9;93709;2338;7;61219;1376;12;52910;0;5542;51;31843
1;Harju maakond;MAARDU LINN;MUUD TEENINDAVAD TEGEVUSED;965;1987;1365;221;43;93709;4429;39;61219;3685;28;157671;0;-2287;80;29984
1;Harju maakond;MAARDU LINN;Tegevusala määramata;;1987;1712;11;;93709;14;;61219;9;1;0;0;-30;;
1;Harju maakond;RAASIKU VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1244;1987;1508;45;19;93709;3856;9;61219;2714;26;102715;0;-12133;19;8652
1;Harju maakond;RAASIKU VALD;TÖÖTLEV TÖÖSTUS;1757;1987;1689;73;39;93709;7120;32;61219;5613;50;5402246;270538;-156793;536;488124
1;Harju maakond;RAASIKU VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1675;1987;1832;2;2;93709;261;2;61219;213;2;106786;0;12072;10;8254
1;Harju maakond;RAASIKU VALD;EHITUS;1591;1987;1696;147;73;93709;11688;48;61219;9059;91;576997;0;18260;119;86259
1;Harju maakond;RAASIKU VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1246;1987;1678;97;45;93709;16421;31;61219;10798;54;832634;72;44213;105;49876
1;Harju maakond;RAASIKU VALD;VEONDUS JA LAONDUS;1283;1987;1733;56;39;93709;5322;32;61219;4051;39;957897;0;87724;148;89229
1;Harju maakond;RAASIKU VALD;MAJUTUS JA TOITLUSTUS;1553;1987;1286;13;8;93709;3159;3;61219;2443;9;46884;0;3311;15;5957
1;Harju maakond;RAASIKU VALD;INFO JA SIDE;3848;1987;3378;42;14;93709;7933;8;61219;3479;16;38637;0;2740;11;10885
1;Harju maakond;RAASIKU VALD;KINNISVARAALANE TEGEVUS;1546;1987;1417;47;14;93709;6953;9;61219;2934;17;70757;0;9623;10;5396
1;Harju maakond;RAASIKU VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1402;1987;2330;127;35;93709;14046;21;61219;7988;44;170192;0;16194;32;17699
1;Harju maakond;RAASIKU VALD;HALDUS- JA ABITEGEVUSED;1163;1987;1848;70;30;93709;5185;17;61219;3243;27;403722;0;37217;28;9723
1;Harju maakond;RAASIKU VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1474;1987;2215;1;;93709;;;61219;;0;0;0;0;287;213553
1;Harju maakond;RAASIKU VALD;HARIDUS;1286;1987;2265;32;3;93709;1420;2;61219;998;3;18546;0;107;35;19437
1;Harju maakond;RAASIKU VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2186;1987;2673;19;5;93709;1715;5;61219;1613;1;0;0;-828;17;13068
1;Harju maakond;RAASIKU VALD;KUNST, MEELELAHUTUS JA VABA AEG;1253;1987;1652;89;9;93709;2338;6;61219;1376;12;20882;0;1675;22;8326
1;Harju maakond;RAASIKU VALD;MUUD TEENINDAVAD TEGEVUSED;1134;1987;1365;90;17;93709;4429;13;61219;3685;11;26624;0;940;17;7840
1;Harju maakond;RAASIKU VALD;Tegevusala määramata;;1987;1712;4;;93709;14;;61219;9;0;0;0;0;;
1;Harju maakond;RAE VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1179;1987;1508;59;18;93709;3856;13;61219;2714;28;435698;0;29783;42;21336
1;Harju maakond;RAE VALD;MÄETÖÖSTUS;3643;1987;2043;4;3;93709;122;3;61219;101;4;980451;0;-56626;68;101807
1;Harju maakond;RAE VALD;TÖÖTLEV TÖÖSTUS;2029;1987;1689;370;220;93709;7120;170;61219;5613;253;59078000;7747255;-473086;4975;5352089
1;Harju maakond;RAE VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;2077;1987;2532;36;12;93709;661;2;61219;172;14;1028573;0;62085;26;28909
1;Harju maakond;RAE VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2057;1987;1832;11;6;93709;261;5;61219;213;7;541305;0;-18074;16;13289
1;Harju maakond;RAE VALD;EHITUS;1772;1987;1696;599;303;93709;11688;232;61219;9059;375;9737553;25970;141259;1181;1066664
1;Harju maakond;RAE VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1773;1987;1678;1025;551;93709;16421;383;61219;10798;684;231053123;5701910;19365170;8280;7410884
1;Harju maakond;RAE VALD;VEONDUS JA LAONDUS;1952;1987;1733;281;159;93709;5322;118;61219;4051;192;38770815;94622;535334;2628;2671527
1;Harju maakond;RAE VALD;MAJUTUS JA TOITLUSTUS;1077;1987;1286;106;44;93709;3159;33;61219;2443;54;712638;0;41016;168;70748
1;Harju maakond;RAE VALD;INFO JA SIDE;2062;1987;3378;375;116;93709;7933;77;61219;3479;158;1096140;2064;21535;162;146711
1;Harju maakond;RAE VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1476;1987;2920;199;20;93709;1066;11;61219;730;26;743927;0;38711;16;9547
1;Harju maakond;RAE VALD;KINNISVARAALANE TEGEVUS;1808;1987;1417;553;165;93709;6953;64;61219;2934;203;5556056;4787;155931;109;76456
1;Harju maakond;RAE VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;2157;1987;2330;987;359;93709;14046;205;61219;7988;406;4677100;422554;148684;533;545053
1;Harju maakond;RAE VALD;HALDUS- JA ABITEGEVUSED;1591;1987;1848;367;141;93709;5185;94;61219;3243;168;4394271;0;266682;426;300472
1;Harju maakond;RAE VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2368;1987;2215;4;;93709;;;61219;;2;15162;0;1315;1283;1600986
1;Harju maakond;RAE VALD;HARIDUS;1528;1987;2265;195;37;93709;1420;24;61219;998;30;85434;0;-1843;61;32607
1;Harju maakond;RAE VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1986;1987;2673;81;23;93709;1715;23;61219;1613;8;60442;0;-1348;96;79875
1;Harju maakond;RAE VALD;KUNST, MEELELAHUTUS JA VABA AEG;2500;1987;1652;319;49;93709;2338;22;61219;1376;74;1385768;530;24131;101;123735
1;Harju maakond;RAE VALD;MUUD TEENINDAVAD TEGEVUSED;1061;1987;1365;359;90;93709;4429;68;61219;3685;62;294130;0;23307;105;39174
1;Harju maakond;SAKU VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1030;1987;1508;67;19;93709;3856;10;61219;2714;32;175144;0;-119114;24;11082
1;Harju maakond;SAKU VALD;TÖÖTLEV TÖÖSTUS;2162;1987;1689;179;96;93709;7120;71;61219;5613;109;27268170;1461170;-6521;1284;1468118
1;Harju maakond;SAKU VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;2103;1987;2532;9;2;93709;661;2;61219;172;3;619574;0;42517;21;24493
1;Harju maakond;SAKU VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";900;1987;1832;8;3;93709;261;1;61219;213;2;7363;0;-4;1;365
1;Harju maakond;SAKU VALD;EHITUS;1730;1987;1696;313;169;93709;11688;129;61219;9059;205;3613508;145;55541;401;334474
1;Harju maakond;SAKU VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;2087;1987;1678;376;194;93709;16421;126;61219;10798;242;35985905;337508;2713746;1270;1376804
1;Harju maakond;SAKU VALD;VEONDUS JA LAONDUS;2008;1987;1733;121;69;93709;5322;58;61219;4051;84;8813342;0;-145152;434;440476
1;Harju maakond;SAKU VALD;MAJUTUS JA TOITLUSTUS;1089;1987;1286;49;22;93709;3159;12;61219;2443;29;402785;0;31479;107;48811
1;Harju maakond;SAKU VALD;INFO JA SIDE;1992;1987;3378;167;48;93709;7933;22;61219;3479;65;466155;0;49593;28;27205
1;Harju maakond;SAKU VALD;FINANTS- JA KINDLUSTUSTEGEVUS;615;1987;2920;71;5;93709;1066;3;61219;730;11;13760;0;1858;3;720
1;Harju maakond;SAKU VALD;KINNISVARAALANE TEGEVUS;1290;1987;1417;225;68;93709;6953;29;61219;2934;85;746282;0;99217;41;21940
1;Harju maakond;SAKU VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;2531;1987;2330;449;144;93709;14046;71;61219;7988;186;1058800;0;66175;134;164162
1;Harju maakond;SAKU VALD;HALDUS- JA ABITEGEVUSED;2210;1987;1848;192;64;93709;5185;46;61219;3243;70;1710405;14700;189804;206;222937
1;Harju maakond;SAKU VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1615;1987;2215;5;;93709;;;61219;;1;48806;0;-1950;599;514991
1;Harju maakond;SAKU VALD;HARIDUS;1349;1987;2265;88;12;93709;1420;6;61219;998;15;75177;0;-240;25;12217
1;Harju maakond;SAKU VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2391;1987;2673;38;8;93709;1715;8;61219;1613;5;28270;0;325;54;60747
1;Harju maakond;SAKU VALD;KUNST, MEELELAHUTUS JA VABA AEG;1590;1987;1652;193;29;93709;2338;17;61219;1376;33;395108;0;8674;80;56480
1;Harju maakond;SAKU VALD;MUUD TEENINDAVAD TEGEVUSED;1869;1987;1365;200;46;93709;4429;37;61219;3685;36;267622;0;13143;82;73698
1;Harju maakond;SAKU VALD;Tegevusala määramata;;1987;1712;7;;93709;14;;61219;9;1;0;0;0;;
1;Harju maakond;SAUE VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1273;1987;1508;144;52;93709;3856;37;61219;2714;78;1406875;0;58083;138;84885
1;Harju maakond;SAUE VALD;TÖÖTLEV TÖÖSTUS;1893;1987;1689;357;197;93709;7120;157;61219;5613;232;31549077;1445155;-444786;2623;2611118
1;Harju maakond;SAUE VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1258;1987;2532;23;19;93709;661;6;61219;172;19;90760;0;4361;8;3913
1;Harju maakond;SAUE VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1789;1987;1832;9;6;93709;261;4;61219;213;6;275038;0;-4063;33;26400
1;Harju maakond;SAUE VALD;EHITUS;1455;1987;1696;568;283;93709;11688;199;61219;9059;354;4396892;21197;278904;500;299588
1;Harju maakond;SAUE VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;2051;1987;1678;743;306;93709;16421;181;61219;10798;427;84005532;1790827;4545773;1422;1499919
1;Harju maakond;SAUE VALD;VEONDUS JA LAONDUS;1554;1987;1733;230;119;93709;5322;85;61219;4051;139;5362193;0;81913;639;457948
1;Harju maakond;SAUE VALD;MAJUTUS JA TOITLUSTUS;1362;1987;1286;125;63;93709;3159;55;61219;2443;69;3422782;0;204485;708;340530
1;Harju maakond;SAUE VALD;INFO JA SIDE;2247;1987;3378;317;92;93709;7933;49;61219;3479;130;1162161;3060;64338;100;107875
1;Harju maakond;SAUE VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1670;1987;2920;138;10;93709;1066;8;61219;730;21;121745;0;21186;11;5097
1;Harju maakond;SAUE VALD;KINNISVARAALANE TEGEVUS;2305;1987;1417;471;99;93709;6953;49;61219;2934;127;2736488;0;-32488;225;197088
1;Harju maakond;SAUE VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1991;1987;2330;825;268;93709;14046;158;61219;7988;331;1382252;0;104052;327;277557
1;Harju maakond;SAUE VALD;HALDUS- JA ABITEGEVUSED;1814;1987;1848;335;112;93709;5185;61;61219;3243;139;1065564;0;33925;164;121915
1;Harju maakond;SAUE VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2058;1987;2215;7;;93709;;;61219;;1;0;0;0;828;819575
1;Harju maakond;SAUE VALD;HARIDUS;1753;1987;2265;171;22;93709;1420;14;61219;998;17;68745;0;6061;133;95849
1;Harju maakond;SAUE VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1873;1987;2673;84;25;93709;1715;24;61219;1613;6;50488;0;3717;154;127291
1;Harju maakond;SAUE VALD;KUNST, MEELELAHUTUS JA VABA AEG;1384;1987;1652;401;44;93709;2338;25;61219;1376;60;318686;0;30207;106;53641
1;Harju maakond;SAUE VALD;MUUD TEENINDAVAD TEGEVUSED;1438;1987;1365;348;75;93709;4429;62;61219;3685;42;167617;2939;14744;96;45496
1;Harju maakond;SAUE VALD;Tegevusala määramata;;1987;1712;10;;93709;14;;61219;9;0;0;0;0;;
1;Harju maakond;TALLINN;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;2470;1987;1508;977;155;93709;3856;92;61219;2714;341;7085326;0;-83652;289;346640
1;Harju maakond;TALLINN;MÄETÖÖSTUS;2258;1987;2043;64;14;93709;122;9;61219;101;29;4025518;785346;-6428;191;224907
1;Harju maakond;TALLINN;TÖÖTLEV TÖÖSTUS;1850;1987;1689;5285;2245;93709;7120;1728;61219;5613;2827;387699276;67704865;-5341248;25423;24164821
1;Harju maakond;TALLINN;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;3118;1987;2532;605;210;93709;661;52;61219;172;354;322319923;4688877;22815994;2198;3774113
1;Harju maakond;TALLINN;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1901;1987;1832;179;60;93709;261;47;61219;213;85;18226690;1317706;947492;1536;1442514
1;Harju maakond;TALLINN;EHITUS;2081;1987;1696;9647;3489;93709;11688;2684;61219;9059;4635;192325818;286657;10560036;14779;15594088
1;Harju maakond;TALLINN;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1775;1987;1678;22693;7570;93709;16421;4902;61219;10798;11392;1281734455;46159578;93439158;45403;38560174
1;Harju maakond;TALLINN;VEONDUS JA LAONDUS;1983;1987;1733;5255;2106;93709;5322;1514;61219;4051;2522;235168671;4134577;-1048537;15656;15646028
1;Harju maakond;TALLINN;MAJUTUS JA TOITLUSTUS;1392;1987;1286;3361;1279;93709;3159;1006;61219;2443;1622;54792612;212270;3411220;12067;7145120
1;Harju maakond;TALLINN;INFO JA SIDE;3441;1987;3378;19948;5616;93709;7933;2239;61219;3479;8693;445754212;3516230;16594039;22528;41196792
1;Harju maakond;TALLINN;FINANTS- JA KINDLUSTUSTEGEVUS;2924;1987;2920;7334;787;93709;1066;557;61219;730;1145;474693308;5100;6517360;13136;20614204
1;Harju maakond;TALLINN;KINNISVARAALANE TEGEVUS;1978;1987;1417;12343;3674;93709;6953;1420;61219;2934;4678;175527474;1800481;6038444;4183;3800793
1;Harju maakond;TALLINN;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;2538;1987;2330;26327;7967;93709;14046;4224;61219;7988;10815;171339508;1849630;8230872;16002;19941634
1;Harju maakond;TALLINN;HALDUS- JA ABITEGEVUSED;1982;1987;1848;9729;2490;93709;5185;1545;61219;3243;3270;137798182;210909;9144582;24699;20311180
1;Harju maakond;TALLINN;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2724;1987;2215;91;;93709;;;61219;;53;3362494;0;2569105;31229;46203008
1;Harju maakond;TALLINN;HARIDUS;2399;1987;2265;4090;712;93709;1420;481;61219;998;733;12959626;13752;706546;18485;19276568
1;Harju maakond;TALLINN;TERVISHOID JA SOTSIAALHOOLEKANNE;2774;1987;2673;2058;679;93709;1715;626;61219;1613;280;73130434;2288;415279;17675;22214693
1;Harju maakond;TALLINN;KUNST, MEELELAHUTUS JA VABA AEG;1793;1987;1652;7655;1245;93709;2338;718;61219;1376;1601;74854968;13192;2506894;7278;6105944
1;Harju maakond;TALLINN;MUUD TEENINDAVAD TEGEVUSED;1535;1987;1365;8668;1861;93709;4429;1501;61219;3685;1377;15329210;58201;672123;4866;3163241
1;Harju maakond;TALLINN;Tegevusala määramata;1852;1987;1712;222;4;93709;14;2;61219;9;8;4518;0;81;82;67935
1;Harju maakond;VIIMSI VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;863;1987;1508;45;7;93709;3856;2;61219;2714;14;8495;0;1294;2;467
1;Harju maakond;VIIMSI VALD;MÄETÖÖSTUS;1455;1987;2043;5;4;93709;122;3;61219;101;4;17125;0;-18766;7;5271
1;Harju maakond;VIIMSI VALD;TÖÖTLEV TÖÖSTUS;1757;1987;1689;299;137;93709;7120;96;61219;5613;163;20078550;1630097;-1080705;1424;1274007
1;Harju maakond;VIIMSI VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1703;1987;2532;73;62;93709;661;6;61219;172;64;458865;0;47167;15;7808
1;Harju maakond;VIIMSI VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2088;1987;1832;16;8;93709;261;7;61219;213;9;481883;70219;52098;29;31424
1;Harju maakond;VIIMSI VALD;EHITUS;1553;1987;1696;442;204;93709;11688;146;61219;9059;269;5197426;0;295644;603;428227
1;Harju maakond;VIIMSI VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1682;1987;1678;942;390;93709;16421;236;61219;10798;542;15100867;1047704;760177;683;490972
1;Harju maakond;VIIMSI VALD;VEONDUS JA LAONDUS;1944;1987;1733;218;97;93709;5322;74;61219;4051;114;18530629;32442;71981;382;355186
1;Harju maakond;VIIMSI VALD;MAJUTUS JA TOITLUSTUS;1217;1987;1286;136;56;93709;3159;41;61219;2443;70;1199027;0;70037;241;112150
1;Harju maakond;VIIMSI VALD;INFO JA SIDE;3211;1987;3378;424;125;93709;7933;70;61219;3479;171;1060815;0;21052;108;154764
1;Harju maakond;VIIMSI VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1397;1987;2920;219;17;93709;1066;11;61219;730;30;61751;0;1469;17;7554
1;Harju maakond;VIIMSI VALD;KINNISVARAALANE TEGEVUS;1339;1987;1417;584;163;93709;6953;76;61219;2934;194;2118090;0;123213;142;67612
1;Harju maakond;VIIMSI VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1693;1987;2330;1171;416;93709;14046;233;61219;7988;483;2788671;16223;178705;353;222139
1;Harju maakond;VIIMSI VALD;HALDUS- JA ABITEGEVUSED;1356;1987;1848;395;111;93709;5185;61;61219;3243;155;1042273;0;51243;128;59469
