Registrikood;Nimi;Liik;Registreeritud käibemaksukohustuslaste registrisse;EMTAK tegevusvaldkond, mis on EMTAKi struktuuris tähistatud tähtkoodiga;Maakond;Riiklikud Maksud;Tööjõumaksud Ja Maksed;Kaive;Tootajaid
10006601;TAIROLA, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Kastre vald );68,79;0;0;
10006630;ARVO VINK;FIE;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );5319,59;2227,22;32341,57;1
10006713;KALAPORT OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );2443,37;0;18750,32;
10006729;CORSON, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Saue vald );29272,14;8847,47;97208,5;4
10006794;NAFTAAL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );26268,36;11932,53;109127,31;8
10006825;METS JA PÕLD, OÜ;Äriühing;jah;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;Pärnu ( Saarde vald );3704,99;0;16250;
10006854;ILMANDU TALU;FIE;ei;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Väike-Maarja vald );;;;1
10006908;NOVAN KONSULT, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Lääne-Viru ( Haljala vald );118,9;0;640;
10006920;RVE, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Ida-Viru ( Jõhvi vald );21642,47;21302,63;6775,83;2
10006966;AS CGI EESTI;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );1770005,34;1116323,28;4220101,94;164
10006995;PAJULA, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Jõgeva ( Mustvee vald );44033,5;5819,05;59301,07;10
10007061;MARIT, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Rakvere linn );670,72;489;1106,55;
10007078;TIITSER, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );1213,51;1075,1;19870;1
10007115;DANMED, OÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Harju ( Tallinn );3035,82;3172,33;;2
10007180;GG-GROUP, OÜ;Äriühing;jah;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;Pärnu ( Pärnu linn );6935,89;4006,4;203,75;1
10007210;SPRATFIL, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );;;0;1
10007262;KIRTEKO, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Pärnu linn );;;182,68;
10007291;OPELAAS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );8892,4;5880,21;37625,36;4
10007339;ANNEMÄE, OÜ;Äriühing;ei;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Rakvere vald );;;;1
10007411;INDREK EENSALU POOD;FIE;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Jõgeva ( Põltsamaa vald );;;0;
10007440;ALEKON PROPERTY AS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Maardu linn );116578,5;39897,11;1009441,31;11
10007517;AKTSIASELTS MAGNUM VETERINAARIA;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Saue vald );874615,77;186193,32;10698548,27;37
10007606;KEHRA LINNAAPTEEGI OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Anija vald );12332,44;8861,34;172272,76;4
10007635;TRABUR, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1573,56;1135,13;6938,98;1
10007687;HEIS, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Lääne-Viru ( Rakvere linn );39909,17;10144,62;51863,83;2
10007747;RAMISE, OÜ;Äriühing;jah;EHITUS;Pärnu ( Pärnu linn );3433,77;446,41;2605,5;1
10007776;ELECTROLUX EESTI OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );113301,1;57063,18;4525119,45;10
10007813;RAUAMEISTER, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Võru ( Võru vald );319011,52;333141,72;3285301,76;104
10007925;CISTA, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Põlva ( Kanepi vald );192566,86;104995,68;750501,8;42
10007960;TARFURGO, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Kambja vald );126984,42;133846,94;2878730,34;37
10007977;ISLAMEL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Peipsiääre vald );4459,98;1273,86;30938,92;2
10008014;RAISIO EESTI AS;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );7425,01;7581,25;56396;1
10008103;PLANIMEKS, OÜ;Äriühing;jah;EHITUS;Rapla ( Kohila vald );2436,55;1560,9;19412,85;2
10008132;ELTRUM, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Saue vald );35808,16;27972,02;185796,54;18
10008250;PEEDU AUDIT, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Hiiu ( Hiiumaa vald );6850,01;3282,73;11933,84;1
10008267;OSAÜHING ILMATSALU KALA;Äriühing;jah;EHITUS;Tartu ( Tartu linn );0;6112,47;22249,91;2
10008403;HENER, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Pärnu ( Pärnu linn );9270,25;609,95;9280,73;1
10008474;AQUATOR, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );;;0;
10008480;TUULEVESKI, OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Rae vald );40163,08;30122,66;222413,57;30
10008497;VALLUT, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );185,05;0;1680,29;
10008557;TAVETON, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Rapla ( Rapla vald );5064,2;2862,58;31597,37;3
10008563;SAIBO PERSONALIKOOLITUSE OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );692,19;247,94;1498,9;
10008578;HELCON, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Pärnu ( Pärnu linn );1386,61;1106,82;4215,5;1
10008675;MOK, OÜ;Äriühing;ei;TÖÖTLEV TÖÖSTUS;Pärnu ( Häädemeeste vald );252,15;21,48;;5
10008698;TIMORETA, OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );16505,95;6654,62;38705,72;2
10008706;SAAREMAA PIIMAÜHISTU;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Saare ( Saaremaa vald );48244,49;30647,99;4901778,67;6
10008735;AHRI, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Hiiu ( Hiiumaa vald );182,11;55,66;598;1
10008847;INMET, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Lääne-Viru ( Kadrina vald );42,25;0;0;1
10008926;KABIN JA POJAD, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Pärnu ( Tori vald );7685,11;1801,16;35360,38;1
10009108;FESTO OY AB EESTI FILIAAL;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );268534,51;62390,94;1519774,8;6
10009120;INTERCHEMIE WERKEN DE ADELAAR EESTI AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Viimsi vald );231421,68;632125,01;6540587,3;183
10009143;KINDRELL, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );5711,83;3655,39;13180,24;6
10009159;BALBIINO, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );668817,81;356861,62;7559059,04;116
10009189;KARLEV OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );12151,1;1513,17;60896,41;2
10009195;AVIISO, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Väike-Maarja vald );5626,23;2950,92;13524,59;1
10009203;PIGMENT, OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Põlva ( Põlva vald );934,93;1046,08;;
10009213;ERSTE TRANSPORT OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Tartu linn );35170,18;5824,6;511424,13;2
10009232;GOLDROM, OÜ;Äriühing;ei;HARIDUS;Harju ( Tallinn );483,06;231,28;;
10009338;NIKOLLO, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );;;;
10009388;GALINA PETROVA MIREL;FIE;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva linn );2418,53;1006,34;15817,77;2
10009433;BUKEELIA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Põlva ( Räpina vald );1864,69;1154,59;17497,33;3
10009491;NIPERNAADI, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );3908,89;2809,55;;1
10009507;PUHASTUSTEENISTUS OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );41671,96;20481,45;97139,33;22
10009551;EBAVERE ST OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Väike-Maarja vald );15779,07;10818,14;32090,39;7
10009634;LUKUPOOD, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );144628,73;70981,16;1071118,66;24
10009723;LATIKAS, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Põlva ( Räpina vald );21698,71;16623,57;146325,32;19
10009775;NARVA KINNISVARABÜROO, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Ida-Viru ( Narva linn );1880,92;2052,42;2291,57;1
10009806;NOK EMPIIR, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );7526,55;5209,56;73117,5;2
10009835;ÕNNE PIIMAKARJATALU OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Jõgeva ( Põltsamaa vald );64085,55;17898,35;268863,98;7
10009947;MESSIEHITUS OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );188129,77;106564,16;1485970,73;17
10009982;HANNAPRITA, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );78,42;85,02;;
10010086;PROVITEK BALTI OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );32993,37;2872,13;275309,43;1
10010169;CAVERION EESTI AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );285610,65;216095,53;996607,48;48
10010181;TELVAK ÄRI, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Pärnu ( Pärnu linn );37993,12;26118,46;128570,55;7
10010206;LAANEKRAAV, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Pärnu linn );19753,65;10904,15;78855,29;3
10010264;"OSAÜHING ""BONAHAT""";Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );22081,11;13315,93;40783,9;7
10010287;VALTSKATUS, OÜ;Äriühing;jah;EHITUS;Harju ( Viimsi vald );;;0;
10010293;AURULAEV ADMIRAL, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );136,45;0;1300;
10010353;REMAR, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Rapla ( Rapla vald );196,86;199,77;19,2;1
10010360;NABO NAHKTOOTED OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Rapla ( Rapla vald );11331,92;10614,88;105678,26;7
10010442;ANDRUSE-JÜRNA TALU;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Hiiu ( Hiiumaa vald );2735,16;2959,76;5752,87;2
10010531;MERKOLEK, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Maardu linn );303099,76;6833,23;683157,8;3
10010554;ARIOL TRADING, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );8647,16;5286,38;77127,67;6
10010560;REVELIKO, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );2893,79;308,96;19221,86;1
10010620;A.G.O., OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Nõo vald );176,91;0;2411;1
10010749;NORRISON, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );9173,42;8615,46;110444,29;4
10010815;NATALJA MASLOVA, OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Keila linn );25,36;0;;
10010838;ARHITEKTIBÜROO MAI ŠEIN, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );140,22;0;696,7;
10010867;FASOLA, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Saare ( Saaremaa vald );;;;1
10010927;PEETER AUNA KULLASSEPAÄRI OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Viljandi ( Viljandi linn );21327,9;9553,85;87574,59;9
10011045;MELKER, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Viimsi vald );28723,34;9654,64;86811,64;2
10011051;AKTSIASELTS STANDARD;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Kose vald );275913,35;190211,42;2034819,54;45
10011111;REMEDIUM KALAMAJA APTEEK, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );33763,31;19549,02;353458,24;8
10011140;VORMSI TALU OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Lääne ( Vormsi vald );1886,09;685,14;11065;1
10011163;OSAÜHING ARTI TRANSGRUPP;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Maardu linn );68291,55;38250,14;234408,19;32
10011170;ANTS KIRSI;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Hiiu ( Hiiumaa vald );4446,47;0;22490;
10011217;OÜ VETPING;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Rapla ( Rapla vald );5516,8;3305,03;49319,2;2
10011223;TALLINNA OPTIKA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );66489,17;52253,66;352183,34;16
10011252;MADARA, TÜH;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );2423,16;0;8000;
10011281;AKTSIASELTS LINCONA KONSULT;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1245490,8;321866,26;7375467,2;60
10011298;UNIVERSAAL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );14157,92;5999,54;67319,02;3
10011364;SKIVAL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
10011424;FOREITAL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );32896,26;13314,33;153735,27;11
10011463;R-VALGUSTUSE OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Kuusalu vald );7678,38;2258,06;2002,39;1
10011482;REHVIKODA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );23,91;0;641,3;1
10011542;FAROVENT, OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );0;0;0;
10011594;VEKKER, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );3473,98;2596,66;150744,64;2
10011720;AVP INTEGRAL, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );14330,33;11992,48;113432,57;10
10011772;ALAR MUTLI;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Rapla ( Rapla vald );;;0;
10011811;PRIME TECHNOLOGIES OÜ;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );3545,76;4004,56;0;1
10011944;VLADPARAL, OÜ;Äriühing;ei;HARIDUS;Harju ( Tallinn );0;0;0;
10011950;STYLE WEAR OSAÜHING;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );18482,27;11967,34;65157,74;8
10011986;LILIAN, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Tori vald );77;0;350;
10012010;SIMAK OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
10012079;JU, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );0;0;-8200;
10012240;MANATEX, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Rapla ( Rapla vald );319,9;0;3706,77;
10012273;GREENCARRIER LINER AGENCY ESTONIA OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );547489,58;52030,73;5515109,2;8
10012381;ALLAN KANN;FIE;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Saue vald );1400,06;1084,76;2506,1;1
10012406;ASMIRAD, OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );838,5;856,5;0;1
10012435;NAVIGAATOR, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );41549,62;23868,34;296244,47;5
10012487;OSAÜHING PELGURANNA PANDIMAJA;Äriühing;ei;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );1652,14;1676,03;;3
10012567;KLAISENT, OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );11677,49;5031,48;111620,07;3
10012599;AIDELINK, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );2379,65;870,18;7829,52;1
10012665;ASSETS RMP, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Kastre vald );960,75;0;;
10012671;AUDIITORBÜROO FIBROIIN OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );7843,58;4807,9;22741;
10012702;TELETEST, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Põlva ( Räpina vald );2070,14;1131,5;9732,4;1
10012731;LONE V.V., OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );14696,67;8524,79;78269,18;5
10012783;ORMASTE, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Tartu ( Kambja vald );50732,38;25582,14;178633,58;8
10012808;KIRJAKAUP, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Tartu linn );719,92;0;7221,25;
10012895;PEIPSI RAND, KALANDUSÜHISTU;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Jõgeva ( Mustvee vald );;;0;1
10012915;NIINA MNOGOLESSOVA KIOSK;FIE;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );8372;6738,24;55312,14;11
10012961;SMAIDAR, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu vald );3001,36;1444,29;19462,16;
10012984;IKODOR, AS;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu vald );101941,21;66477,56;203363,31;21
10012990;AUTOKOOLITUS OÜ;Äriühing;jah;HARIDUS;Tartu ( Tartu linn );12408,44;7461,28;36829,18;6
10013073;A.K., OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Tori vald );64672,93;9812,37;439690,32;7
10013104;P.M. TRANS, OÜ;Äriühing;jah;EHITUS;Rapla ( Märjamaa vald );21522;7840,07;108666,8;8
10013274;KAMMI JA KREITSMANNI RAAMATUPIDAMISBÜROO, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Saare ( Saaremaa vald );4968,34;2642,62;19006,47;2
"10013357; 10013357";"FÜÜSILISEST ISIKUST ETTEVÕTJA MÄRT SÕBER; MÄRT SÕBER";FIE;ei;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Saare ( Saaremaa vald );480,74;0;4178,3;
10013423;PERLUX, OÜ;Äriühing;jah;EHITUS;Pärnu ( Pärnu linn );21922,59;13155,36;59410,73;7
10013512;R-SEGAKAUBA OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Tapa vald );7043,34;4386,31;37875,88;4
10013570;ELPASTE, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva linn );9678,78;5430,15;122006,41;7
10013618;SOLVERING OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Rae vald );1095,34;0;6384;
10013630;VIRU ELEKTRIKAUBANDUS, AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Vinni vald );542875,94;184526,57;3758315,59;37
10013660;OSAÜHING INFORING MEDIA;Äriühing;jah;INFO JA SIDE;Ida-Viru ( Jõhvi vald );12592,41;11646,69;199290,62;9
10013707;GRAVEL EAE, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );1494,87;956,74;10952,28;
10013788;NAKRO OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Ida-Viru ( Narva linn );78596,26;46130,22;510189,99;37
10013860;TORNATOR EESTI OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Tallinn );607582,79;77649,22;2824842,41;14
10013877;NEOFARM, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva linn );1654,88;1209,04;9134,42;3
10013883;OSAÜHING VOORE FARM;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Vinni vald );182308,29;38511,37;998244,95;6
10014003;NOWAP, OÜ;Äriühing;jah;EHITUS;Lääne-Viru ( Rakvere linn );66313,03;38067,84;360114,32;21
10014167;ALAR VESKUS;FIE;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu vald );;;0;
10014196;ADVIR, OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );797,99;897,87;;1
10014285;MAIERKO, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
10014316;PAVETA AU OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Viimsi vald );8103,96;4436,63;15050;3
10014322;AREKTO, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );5294,08;0;24080;
10014351;AS TOLARAM INVESTMENTS;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );23899,46;21041,25;85647,77;8
10014380;METSAKÜLA PIIM, AS;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Harku vald );217397,01;109006,05;2165820;21
10014411;INELTEX, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );509,62;525,22;10957,4;4
10014440;LEKONTI, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );1230,23;1200,28;600;2
10014457;VIHUR KVB, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );5037,37;1956,13;1667,94;2
10014470;PARLENOF, OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );;;1364;
10014486;RTT AS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );141492,72;30406,32;869136,96;8
